course_id,course_title,subject_area,year,author,total_num_of_pages,language,summary,number_of_hits,format
TL2551,Quan tri nhan luc 32,Kinh te,2031,Tran Minh Duc,213,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,672,Ebook
TL2552,Quan tri du lieu 23,He thong thong tin,2022,Tran Minh Duc,216,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,746,PDF
TL2556,Lap trinh web nang cao 27,Cong nghe phan mem,2026,Tran Thi Bao,122,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,860,PDF
TL2561,Tri tue nhan tao 23,Tri tue nhan tao,2022,Bui Van Minh,192,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,322,Ebook
TL2583,Thiet ke thuat toan 28,An toan thong tin,2027,Hoang Van Chi,498,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,449,Ebook
TL2593,Thiet ke giao dien UI/UX 24,Cong nghe phan mem,2023,Hoang Van Chi,384,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,204,PDF
TL2594,Kinh te so 24,Quan tri kinh doanh,2023,Hoang Van Chi,199,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,930,PDF
TL2595,He thong phan tan 32,An toan thong tin,2031,Pham Hoang Long,249,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,397,Paperback
TL2596,Lap trinh Python 21,Cong nghe phan mem,2020,Tran Thi Bao,279,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,834,Ebook
TL2599,Ky thuat mang 25,An toan thong tin,2024,Hoang Van Chi,384,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,734,PDF
TL2600,He thong thong tin 18,He thong thong tin,2017,Nguyen Thi Tuyet,156,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,103,Ebook
TL2606,Bao mat mang va an ninh 24,Dien tu,2023,Pham Hoang Long,60,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,155,Paperback
TL2607,Khoa hoc du lieu voi Python 23,Cong nghe phan mem,2022,Hoang Van Chi,142,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,985,Paperback
TL2615,Quan tri nhan luc 33,Kinh te,2032,Tran Minh Duc,225,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,481,PDF
TL2620,Van hoa doanh nghiep 33,Kinh te,2032,Bui Van Minh,167,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,135,PDF
TL2630,Ung dung IoT 30,Tri tue nhan tao,2029,Bui Van Minh,67,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,991,Ebook
TL2631,Quan ly chuoi cung ung 30,He thong thong tin,2029,Nguyen Van Anh,299,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,186,Paperback
TL2633,Quan tri kinh doanh 27,Kinh te,2026,Bui Van Minh,58,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,757,PDF
TL2638,He thong phan tan 33,An toan thong tin,2032,Pham Hoang Long,90,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,862,Ebook
TL2640,Lap trinh Python 22,Cong nghe phan mem,2021,Tran Thi Bao,373,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,703,PDF
TL2665,Quan tri kinh doanh 28,Kinh te,2027,Bui Van Minh,107,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,973,PDF
TL2666,Ung dung vi dieu khien 25,Dien tu,2024,Pham Hoang Long,64,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,665,PDF
TL2674,Thiet ke vi mach 23,Dien tu,2022,Nguyen Thi Tuyet,204,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,698,Paperback
TL2679,Thiet ke vi mach 24,Dien tu,2023,Nguyen Thi Tuyet,456,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,292,PDF
TL2683,He thong phan tan 34,An toan thong tin,2033,Pham Hoang Long,268,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,528,PDF
TL2687,Lap trinh web nang cao 28,Cong nghe phan mem,2027,Nguyen Van Anh,103,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,234,Ebook
TL2692,Kinh te so 25,Quan tri kinh doanh,2024,Hoang Van Chi,116,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,838,Ebook
TL2697,Quan tri kinh doanh 29,Kinh te,2028,Bui Van Minh,69,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,300,PDF
TL2702,Quan tri nhan luc 34,Kinh te,2033,Tran Minh Duc,403,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,768,Ebook
TL2706,Ky thuat mang 26,An toan thong tin,2025,Hoang Van Chi,159,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,918,Ebook
TL2710,Hoc may 24,Tri tue nhan tao,2023,Le Thi Dao,222,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,227,Paperback
TL2711,Thiet ke vi mach 25,Dien tu,2024,Nguyen Thi Tuyet,292,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,680,Ebook
TL2715,Bao mat mang va an ninh 25,Dien tu,2024,Pham Hoang Long,280,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,438,Paperback
TL2723,Hoc may 25,Tri tue nhan tao,2024,Le Thi Dao,433,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,895,Paperback
TL2724,Lap trinh web nang cao 29,Cong nghe phan mem,2028,Nguyen Van Anh,242,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,893,Paperback
TL2725,Ung dung IoT 31,Tri tue nhan tao,2030,Bui Van Minh,65,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,206,Ebook
TL2732,Ky thuat mang 27,An toan thong tin,2026,Hoang Van Chi,362,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,908,Ebook
TL2733,Hoc may 26,Tri tue nhan tao,2025,Le Thi Dao,188,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,368,Ebook
TL2738,Quan tri nhan luc 35,Kinh te,2034,Tran Minh Duc,258,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,816,Ebook
TL2747,Khoa hoc du lieu voi Python 24,Cong nghe phan mem,2023,Hoang Van Chi,170,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,208,PDF
TL2754,Kinh te so 26,Quan tri kinh doanh,2025,Hoang Van Chi,248,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,910,PDF
TL2757,He thong thong tin 19,He thong thong tin,2018,Tran Minh Duc,460,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,856,Paperback
TL2765,Khoa hoc du lieu voi Python 25,Cong nghe phan mem,2024,Hoang Van Chi,63,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,384,Ebook
TL2772,Kinh te so 27,Quan tri kinh doanh,2026,Hoang Van Chi,304,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,663,Paperback
TL2777,Lap trinh web nang cao 30,Cong nghe phan mem,2029,Nguyen Van Anh,488,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,401,Paperback
TL2786,Quan tri du lieu 24,He thong thong tin,2023,Tran Minh Duc,333,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,513,PDF
TL2790,Lap trinh Python 23,Cong nghe phan mem,2022,Tran Thi Bao,492,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,560,Paperback
TL2792,Thiet ke thuat toan 29,An toan thong tin,2028,Hoang Van Chi,469,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,520,Paperback
TL2793,He thong phan tan 35,An toan thong tin,2034,Pham Hoang Long,204,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,466,Ebook
TL2797,Phat trien ung dung di dong 30,Cong nghe phan mem,2029,Tran Thi Bao,69,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,371,PDF
TL2798,Ky thuat mang 28,An toan thong tin,2027,Hoang Van Chi,110,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,609,PDF
TL2800,Marketing ky thuat so 27,Kinh te,2026,Bui Van Minh,87,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,302,PDF
TL2802,An toan thong tin 32,An toan thong tin,2031,Tran Thi Bao,335,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,331,Paperback
TL2807,Khoa hoc du lieu voi Python 26,Cong nghe phan mem,2025,Hoang Van Chi,130,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,532,PDF
TL2813,Hoc may 27,Tri tue nhan tao,2026,Le Thi Dao,401,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,713,Paperback
TL2815,He thong phan tan 36,An toan thong tin,2035,Pham Hoang Long,186,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,492,Ebook
TL2822,Thiet ke vi mach 26,Dien tu,2025,Nguyen Thi Tuyet,335,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,840,Ebook
TL2837,Kinh te so 28,Quan tri kinh doanh,2027,Hoang Van Chi,431,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,181,Ebook
TL2843,Quan ly chuoi cung ung 31,He thong thong tin,2030,Nguyen Van Anh,408,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,500,Paperback
TL2844,Tri tue nhan tao 24,Tri tue nhan tao,2023,Bui Van Minh,363,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,169,PDF
TL2852,Quan ly chuoi cung ung 32,He thong thong tin,2031,Nguyen Van Anh,312,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,144,Ebook
TL2863,Quan tri du lieu 25,He thong thong tin,2024,Tran Minh Duc,172,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,427,Paperback
TL2869,Tri tue nhan tao 25,Tri tue nhan tao,2024,Bui Van Minh,96,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,664,Ebook
TL2878,Van hoa doanh nghiep 34,Kinh te,2033,Bui Van Minh,347,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,193,Paperback
TL2882,He thong phan tan 37,An toan thong tin,2036,Pham Hoang Long,261,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,528,Ebook
TL2886,Quan tri kinh doanh 30,Kinh te,2029,Bui Van Minh,480,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,770,Paperback
TL2893,Thiet ke thuat toan 30,An toan thong tin,2029,Tran Thi Bao,181,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,529,PDF
TL2899,Ung dung vi dieu khien 26,Dien tu,2025,Pham Hoang Long,438,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,132,PDF
TL2906,Hoc may 28,Tri tue nhan tao,2027,Le Thi Dao,270,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,369,PDF
TL2912,Thiet ke thuat toan 31,An toan thong tin,2030,Tran Thi Bao,362,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,605,Paperback
TL2914,Quan tri nhan luc 36,Kinh te,2035,Tran Minh Duc,221,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,153,PDF
TL2920,Khoa hoc du lieu voi Python 27,Cong nghe phan mem,2026,Hoang Van Chi,211,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,947,Paperback
TL2926,Bao mat mang va an ninh 26,Dien tu,2025,Pham Hoang Long,168,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,486,Paperback
TL2929,Lap trinh Python 24,Cong nghe phan mem,2023,Tran Thi Bao,364,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,399,Ebook
TL2930,Quan tri kinh doanh 31,Kinh te,2030,Bui Van Minh,423,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,687,Paperback
TL2937,Marketing ky thuat so 28,Kinh te,2027,Bui Van Minh,364,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,306,Ebook
TL2942,Marketing ky thuat so 29,Kinh te,2028,Bui Van Minh,465,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,150,Ebook
TL2950,Quan tri nhan luc 37,Kinh te,2036,Tran Minh Duc,161,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,138,Paperback
TL2951,Phat trien ung dung di dong 31,Cong nghe phan mem,2030,Tran Thi Bao,52,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,370,Paperback
TL2953,Quan tri du lieu 26,He thong thong tin,2025,Tran Minh Duc,261,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,472,Paperback
TL2965,Lap trinh web nang cao 31,Cong nghe phan mem,2030,Nguyen Van Anh,271,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,128,PDF
TL2969,Thiet ke vi mach 27,Dien tu,2026,Nguyen Thi Tuyet,176,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,878,Paperback
TL2971,Marketing ky thuat so 30,Kinh te,2029,Bui Van Minh,277,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,658,Paperback
TL2972,Quan tri kinh doanh 32,Kinh te,2031,Bui Van Minh,109,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,832,PDF
TL2977,Lap trinh Python 25,Cong nghe phan mem,2024,Tran Thi Bao,468,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,131,Paperback
TL2983,Quan ly chuoi cung ung 33,He thong thong tin,2032,Nguyen Van Anh,335,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,227,Ebook
TL2984,Marketing ky thuat so 31,Kinh te,2030,Bui Van Minh,392,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,356,PDF
TL2988,He thong thong tin 20,He thong thong tin,2019,Nguyen Thi Tuyet,324,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,162,Paperback
TL2990,Ung dung IoT 32,Tri tue nhan tao,2031,Bui Van Minh,247,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,231,Paperback
TL2991,Van hoa doanh nghiep 35,Kinh te,2034,Bui Van Minh,122,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,180,PDF
TL2993,Khoa hoc du lieu voi Python 28,Cong nghe phan mem,2027,Hoang Van Chi,319,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,570,Ebook
TL2994,Bao mat mang va an ninh 27,Dien tu,2026,Pham Hoang Long,480,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,198,Ebook
TL2995,Lap trinh web nang cao 32,Cong nghe phan mem,2031,Nguyen Van Anh,441,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,335,Paperback
TL2996,Hoc may 29,Tri tue nhan tao,2028,Le Thi Dao,102,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,257,Ebook
